,trope,all_genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
3365,AdmiringTheAbomination,6.26399611632e-05,0.000107601260472,8.19285992258e-05,0.0,0.0,1.48595033954e-05,2.73246440965e-05,0.0,0.0,0.0,4.39155065654e-05,0.0,0.0,9.10788287263e-05,0.0,0.0,6.51296079198e-05,0.0,0.00033338889815,0.0,0.0,0.000214822771214,0.0,0.0
3366,AesopAmnesia,6.26399611632e-05,6.14864345554e-05,6.14464494193e-05,0.000293341155764,0.0,0.000104016523768,2.73246440965e-05,0.0,1.37932937006e-05,0.00015680125441,4.39155065654e-05,0.0,0.0,0.0,0.000123563573459,0.00023629489603,0.0,0.000151967985411,0.000100016669445,0.0,0.0,2.68528464017e-05,0.0,0.0
3367,AFriendInNeed,6.26399611632e-05,7.68580431942e-05,6.14464494193e-05,0.0,0.000146049364685,1.48595033954e-05,5.4649288193e-05,0.0,0.000110346349605,7.8400627205e-05,8.78310131307e-05,0.0,0.000184604024368,0.0,0.000123563573459,0.00023629489603,0.0,5.0655995137e-05,0.000100016669445,0.0,0.0,5.37056928034e-05,0.0,0.0
3368,AltarTheSpeed,6.26399611632e-05,1.53716086388e-05,4.09642996129e-05,0.0,0.000146049364685,8.91570203724e-05,0.0,0.0,0.000110346349605,0.0,4.39155065654e-05,0.0,0.0,0.0,0.000247127146917,0.00047258979206,6.51296079198e-05,0.000303935970822,0.0,0.0,0.0,0.0,0.0,0.0
3369,AlternateDVDCommentary,6.26399611632e-05,0.000122972869111,0.000122892898839,0.0,0.0,1.48595033954e-05,0.0,0.0,2.75865874012e-05,7.8400627205e-05,0.000219577532827,0.000794281175536,0.0,4.55394143631e-05,0.000123563573459,0.0,6.51296079198e-05,5.0655995137e-05,6.66777796299e-05,0.0,0.0,2.68528464017e-05,0.0,0.0
3370,AlternateTimeline,6.26399611632e-05,7.68580431942e-05,4.09642996129e-05,0.0,0.0,1.48595033954e-05,0.0,0.0,9.65530559042e-05,7.8400627205e-05,0.000175662026261,0.0,0.0,0.0,0.0,0.0,0.00013025921584,0.000151967985411,0.000166694449075,0.0,0.0,8.05585392052e-05,0.0,0.0
3371,AmateurSleuth,6.26399611632e-05,3.07432172777e-05,2.04821498064e-05,0.0,0.0,4.45785101862e-05,0.000163947864579,0.0,5.51731748024e-05,0.0,0.0,0.0,0.0,9.10788287263e-05,0.0,0.0,0.000455907255438,5.0655995137e-05,0.0,0.0,0.0,0.000107411385607,0.0,0.0
3372,AmericanTitle,6.26399611632e-05,1.53716086388e-05,2.04821498064e-05,0.000293341155764,0.000146049364685,5.94380135816e-05,0.000109298576386,0.0,9.65530559042e-05,0.0,0.0,0.0,0.0,9.10788287263e-05,0.0,0.0,0.0,0.000151967985411,0.0,0.0,0.0,2.68528464017e-05,0.0,0.0
3373,AmicableExes,6.26399611632e-05,1.53716086388e-05,0.0,0.0,0.000146049364685,5.94380135816e-05,2.73246440965e-05,0.0,9.65530559042e-05,7.8400627205e-05,0.0,0.0,0.0,0.0,0.000123563573459,0.00023629489603,6.51296079198e-05,0.000202623980548,0.0,0.0,0.0,5.37056928034e-05,0.0,0.0
3374,AmicablyDivorced,6.26399611632e-05,3.07432172777e-05,2.04821498064e-05,0.0,0.000292098729371,8.91570203724e-05,5.4649288193e-05,0.0,9.65530559042e-05,7.8400627205e-05,0.0,0.0,0.000184604024368,0.0,0.0,0.0,6.51296079198e-05,0.000253279975685,3.3338889815e-05,0.0,0.000305157155935,5.37056928034e-05,0.0,0.0
3375,AncientAstronauts,6.26399611632e-05,0.000122972869111,0.000184339348258,0.0,0.0,2.97190067908e-05,0.0,0.0,1.37932937006e-05,0.0,0.000131746519696,0.0,0.0,4.55394143631e-05,0.0,0.0,0.00013025921584,0.0,0.00026671111852,0.0,0.0,2.68528464017e-05,0.0,0.0
3376,ArentYouGoingToRavishMe,6.26399611632e-05,4.61148259165e-05,8.19285992258e-05,0.0,0.0,0.000104016523768,0.0,0.0,4.13798811018e-05,0.0,0.000131746519696,0.0,0.000184604024368,0.0,0.000123563573459,0.00023629489603,6.51296079198e-05,0.000202623980548,3.3338889815e-05,0.0,0.0,2.68528464017e-05,0.0,0.00028129395218
3377,ArmouredClosetGay,6.26399611632e-05,1.53716086388e-05,4.09642996129e-05,0.0,0.0,0.000104016523768,0.000109298576386,0.00158102766798,8.27597622036e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51296079198e-05,0.000101311990274,0.0,0.0,0.0,8.05585392052e-05,0.0,0.0
3378,ArrowCam,6.26399611632e-05,0.000107601260472,0.000122892898839,0.000293341155764,0.0,7.4297516977e-05,2.73246440965e-05,0.0,9.65530559042e-05,0.0,4.39155065654e-05,0.0,0.0,0.0,0.000123563573459,0.00023629489603,0.0,0.0,6.66777796299e-05,0.0,0.0,5.37056928034e-05,0.000207296849088,0.00028129395218
3379,ArsonMurderAndLifeSaving,6.26399611632e-05,6.14864345554e-05,6.14464494193e-05,0.0,0.0,0.000118876027163,5.4649288193e-05,0.0,1.37932937006e-05,0.0,4.39155065654e-05,0.000794281175536,0.0,4.55394143631e-05,0.000123563573459,0.0,0.0,0.0,6.66777796299e-05,0.0,0.000305157155935,5.37056928034e-05,0.0,0.0
3380,ArtisticLicenseShips,6.26399611632e-05,0.000107601260472,0.000102410749032,0.0,0.0,1.48595033954e-05,2.73246440965e-05,0.0,5.51731748024e-05,0.0,0.0,0.0,0.000553812073103,9.10788287263e-05,0.0,0.0,6.51296079198e-05,5.0655995137e-05,0.00013335555926,0.0,0.0,8.05585392052e-05,0.0,0.0
3381,AshesToCrashes,6.26399611632e-05,3.07432172777e-05,4.09642996129e-05,0.0,0.0,0.000104016523768,5.4649288193e-05,0.0,5.51731748024e-05,0.0,4.39155065654e-05,0.0,0.0,9.10788287263e-05,0.0,0.0,0.0,0.000101311990274,0.0,0.0,0.0,0.0,0.0,0.0
3382,AsianAndNerdy,6.26399611632e-05,3.07432172777e-05,2.04821498064e-05,0.0,0.0,0.000118876027163,2.73246440965e-05,0.0,6.8966468503e-05,7.8400627205e-05,4.39155065654e-05,0.0,0.0,4.55394143631e-05,0.000123563573459,0.0,0.0,5.0655995137e-05,6.66777796299e-05,0.0,0.0,2.68528464017e-05,0.0,0.0
3383,BadHabits,6.26399611632e-05,0.000107601260472,4.09642996129e-05,0.0,0.000146049364685,7.4297516977e-05,0.000191272508676,0.0,1.37932937006e-05,0.0,0.0,0.000794281175536,0.000184604024368,0.0,0.000123563573459,0.00023629489603,6.51296079198e-05,5.0655995137e-05,3.3338889815e-05,0.0,0.0,0.000134264232009,0.0,0.0
3384,BaitAndSwitchGunshot,6.26399611632e-05,9.22296518331e-05,8.19285992258e-05,0.000293341155764,0.0,2.97190067908e-05,0.000136623220483,0.0,2.75865874012e-05,0.0,0.0,0.0,0.0,4.55394143631e-05,0.0,0.0,6.51296079198e-05,0.0,0.00013335555926,0.0,0.0,0.000107411385607,0.0,0.00028129395218
3385,BallisticDiscount,6.26399611632e-05,7.68580431942e-05,8.19285992258e-05,0.0,0.0,1.48595033954e-05,0.000191272508676,0.0,5.51731748024e-05,7.8400627205e-05,4.39155065654e-05,0.0,0.0,4.55394143631e-05,0.0,0.0,0.0,0.0,0.000100016669445,0.0,0.0,0.000107411385607,0.0,0.00028129395218
3386,BeeAfraid,6.26399611632e-05,1.53716086388e-05,4.09642996129e-05,0.0,0.0,7.4297516977e-05,2.73246440965e-05,0.0,6.8966468503e-05,0.000235201881615,8.78310131307e-05,0.0,0.0,0.000136618243089,0.000123563573459,0.00023629489603,6.51296079198e-05,0.000101311990274,6.66777796299e-05,0.0,0.0,5.37056928034e-05,0.0,0.0
3387,BeenThereShapedHistory,6.26399611632e-05,9.22296518331e-05,0.000122892898839,0.0,0.0,7.4297516977e-05,0.0,0.0,5.51731748024e-05,0.0,0.0,0.0,0.0,4.55394143631e-05,0.0,0.0,0.0,0.000151967985411,0.00013335555926,0.0,0.0,2.68528464017e-05,0.0,0.00028129395218
3388,BingeMontage,6.26399611632e-05,3.07432172777e-05,0.0,0.0,0.000146049364685,0.000118876027163,0.000136623220483,0.0,6.8966468503e-05,0.0,0.0,0.0,0.000184604024368,0.0,0.000123563573459,0.0,0.0,0.0,0.0,0.0,0.000305157155935,5.37056928034e-05,0.0,0.0
3389,BloodstainedGlassWindows,6.26399611632e-05,0.000169087695027,4.09642996129e-05,0.0,0.0,2.97190067908e-05,0.000136623220483,0.0,2.75865874012e-05,0.0,0.000175662026261,0.0,0.0,4.55394143631e-05,0.0,0.0,0.0,0.0,6.66777796299e-05,0.0,0.0,0.000107411385607,0.0,0.0
3390,BodyMotifs,6.26399611632e-05,3.07432172777e-05,0.0,0.0,0.0,1.48595033954e-05,5.4649288193e-05,0.0,8.27597622036e-05,0.0,4.39155065654e-05,0.0,0.0,0.000182157657453,0.0,0.0,6.51296079198e-05,0.0,0.000100016669445,0.0,0.0,0.000134264232009,0.0,0.0
3391,BondageIsBad,6.26399611632e-05,0.0,0.0,0.0,0.0,2.97190067908e-05,5.4649288193e-05,0.0,9.65530559042e-05,0.0,0.0,0.0,0.0,0.000136618243089,0.000123563573459,0.0,0.000195388823759,0.000151967985411,3.3338889815e-05,0.0,0.0,0.00016111707841,0.0,0.0
3392,BorrowedCatchphrase,6.26399611632e-05,6.14864345554e-05,8.19285992258e-05,0.000293341155764,0.0,0.000163454537349,5.4649288193e-05,0.0,2.75865874012e-05,0.0,4.39155065654e-05,0.0,0.0,0.0,0.000247127146917,0.00023629489603,0.0,5.0655995137e-05,6.66777796299e-05,0.0,0.0,5.37056928034e-05,0.0,0.0
3393,BowtiesAreCool,6.26399611632e-05,3.07432172777e-05,6.14464494193e-05,0.0,0.0,7.4297516977e-05,2.73246440965e-05,0.0,5.51731748024e-05,0.00015680125441,0.000175662026261,0.0,0.0,0.0,0.0,0.0,0.000195388823759,0.000101311990274,0.000100016669445,0.0,0.0,8.05585392052e-05,0.0,0.0
3394,BrainsAndBrawn,6.26399611632e-05,0.000122972869111,0.000122892898839,0.0,0.0,4.45785101862e-05,2.73246440965e-05,0.0,5.51731748024e-05,7.8400627205e-05,0.000175662026261,0.0,0.0,9.10788287263e-05,0.0,0.0,0.0,0.0,6.66777796299e-05,0.0,0.0,2.68528464017e-05,0.0,0.0
3395,BritishAccents,6.26399611632e-05,6.14864345554e-05,6.14464494193e-05,0.0,0.000146049364685,5.94380135816e-05,5.4649288193e-05,0.0,0.000124139643305,7.8400627205e-05,4.39155065654e-05,0.0,0.000184604024368,0.0,0.000123563573459,0.00023629489603,0.00013025921584,0.000101311990274,6.66777796299e-05,0.0,0.0,0.0,0.000207296849088,0.0
3396,CampingACrapper,6.26399611632e-05,9.22296518331e-05,2.04821498064e-05,0.0,0.0,0.0,0.000163947864579,0.0,8.27597622036e-05,0.0,0.0,0.0,0.000184604024368,9.10788287263e-05,0.0,0.0,6.51296079198e-05,5.0655995137e-05,3.3338889815e-05,0.0,0.0,0.000134264232009,0.0,0.00028129395218
3397,CatchAndReturn,6.26399611632e-05,0.000153716086388,0.000143375048645,0.0,0.0,4.45785101862e-05,0.000109298576386,0.0,2.75865874012e-05,0.0,0.000175662026261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013335555926,0.0,0.0,2.68528464017e-05,0.0,0.0
3398,CaughtInTheRain,6.26399611632e-05,3.07432172777e-05,6.14464494193e-05,0.0,0.0,8.91570203724e-05,5.4649288193e-05,0.0,9.65530559042e-05,0.0,4.39155065654e-05,0.0,0.0,0.0,0.000123563573459,0.00023629489603,0.00013025921584,0.000405247961096,0.0,0.0,0.0,5.37056928034e-05,0.0,0.0
3399,CharlesAtlasSuperpower,6.26399611632e-05,0.000169087695027,4.09642996129e-05,0.0,0.0,4.45785101862e-05,5.4649288193e-05,0.0,2.75865874012e-05,0.0,0.000131746519696,0.0,0.0,4.55394143631e-05,0.000123563573459,0.00023629489603,6.51296079198e-05,0.0,6.66777796299e-05,0.0,0.0,5.37056928034e-05,0.0,0.00028129395218
3400,ChestBurster,6.26399611632e-05,6.14864345554e-05,6.14464494193e-05,0.0,0.0,1.48595033954e-05,0.0,0.0,2.75865874012e-05,0.0,4.39155065654e-05,0.0,0.0,0.000273236486179,0.0,0.0,0.00013025921584,0.0,0.000300050008335,0.0,0.0,0.000107411385607,0.0,0.0
3401,ChromosomeCasting,6.26399611632e-05,7.68580431942e-05,8.19285992258e-05,0.0,0.000146049364685,4.45785101862e-05,2.73246440965e-05,0.0,0.000137932937006,0.0,0.0,0.0,0.000369208048735,4.55394143631e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05585392052e-05,0.000414593698176,0.0
3402,ChurchMilitant,6.26399611632e-05,0.000107601260472,2.04821498064e-05,0.0,0.000146049364685,1.48595033954e-05,5.4649288193e-05,0.000790513833992,8.27597622036e-05,0.0,0.0,0.0,0.000369208048735,0.000182157657453,0.0,0.0,0.00013025921584,0.0,0.000100016669445,0.0,0.0,8.05585392052e-05,0.0,0.0
3403,CigarChomper,6.26399611632e-05,4.61148259165e-05,0.000102410749032,0.000293341155764,0.000146049364685,5.94380135816e-05,5.4649288193e-05,0.0,5.51731748024e-05,0.0,0.0,0.000794281175536,0.000184604024368,9.10788287263e-05,0.0,0.0,0.0,0.0,0.000100016669445,0.0,0.0,0.000107411385607,0.000207296849088,0.0
3404,ComeWithMeIfYouWantToLive,6.26399611632e-05,0.00013834447775,0.000102410749032,0.000293341155764,0.000146049364685,2.97190067908e-05,8.19739322895e-05,0.0,4.13798811018e-05,0.0,4.39155065654e-05,0.0,0.0,0.0,0.0,0.0,0.00013025921584,5.0655995137e-05,6.66777796299e-05,0.0,0.0,5.37056928034e-05,0.0,0.0
3405,ContrivedClumsiness,6.26399611632e-05,4.61148259165e-05,6.14464494193e-05,0.0,0.0,0.000104016523768,8.19739322895e-05,0.0,4.13798811018e-05,7.8400627205e-05,0.0,0.0,0.0,0.0,0.000123563573459,0.00023629489603,6.51296079198e-05,0.000151967985411,3.3338889815e-05,0.0,0.0,5.37056928034e-05,0.0,0.0
3406,ConversationalTroping,6.26399611632e-05,0.000107601260472,6.14464494193e-05,0.0,0.0,0.000118876027163,2.73246440965e-05,0.0,5.51731748024e-05,0.0,0.0,0.0,0.0,4.55394143631e-05,0.0,0.0,6.51296079198e-05,0.0,6.66777796299e-05,0.0,0.000305157155935,2.68528464017e-05,0.0,0.0
3407,CooldownHug,6.26399611632e-05,4.61148259165e-05,8.19285992258e-05,0.0,0.0,5.94380135816e-05,5.4649288193e-05,0.0,8.27597622036e-05,0.00015680125441,0.0,0.0,0.0,4.55394143631e-05,0.000247127146917,0.0,6.51296079198e-05,0.000101311990274,0.000100016669445,0.0,0.000305157155935,2.68528464017e-05,0.0,0.0
3408,CoolestClubEver,6.26399611632e-05,6.14864345554e-05,0.0,0.0,0.0,5.94380135816e-05,5.4649288193e-05,0.0,8.27597622036e-05,0.0,4.39155065654e-05,0.0,0.000184604024368,4.55394143631e-05,0.000123563573459,0.0,6.51296079198e-05,0.000101311990274,3.3338889815e-05,0.0,0.0,5.37056928034e-05,0.0,0.0
3409,CountryMouse,6.26399611632e-05,3.07432172777e-05,2.04821498064e-05,0.0,0.000146049364685,8.91570203724e-05,5.4649288193e-05,0.0,0.000110346349605,0.0,4.39155065654e-05,0.0,0.000369208048735,0.0,0.0,0.0,0.0,0.000101311990274,0.0,0.0,0.0,2.68528464017e-05,0.0,0.0
3410,CrisisOfFaith,6.26399611632e-05,1.53716086388e-05,2.04821498064e-05,0.0,0.000146049364685,4.45785101862e-05,5.4649288193e-05,0.0,9.65530559042e-05,7.8400627205e-05,0.000131746519696,0.0,0.0,0.000136618243089,0.000247127146917,0.0,0.000195388823759,5.0655995137e-05,6.66777796299e-05,0.0,0.0,8.05585392052e-05,0.0,0.0
3411,CrossesTheLineTwice,6.26399611632e-05,9.22296518331e-05,8.19285992258e-05,0.0,0.000146049364685,5.94380135816e-05,8.19739322895e-05,0.0,5.51731748024e-05,0.0,0.0,0.0,0.000184604024368,4.55394143631e-05,0.0,0.0,6.51296079198e-05,0.0,0.000100016669445,0.0,0.0,0.0,0.0,0.00056258790436
3412,CryingWolf,6.26399611632e-05,3.07432172777e-05,8.19285992258e-05,0.0,0.0,0.000118876027163,0.0,0.0,5.51731748024e-05,0.00031360250882,0.0,0.0,0.0,9.10788287263e-05,0.0,0.0,6.51296079198e-05,0.0,6.66777796299e-05,0.0,0.0,5.37056928034e-05,0.0,0.0
3413,CureYourGays,6.26399611632e-05,3.07432172777e-05,2.04821498064e-05,0.0,0.000146049364685,0.000104016523768,8.19739322895e-05,0.0,0.000110346349605,0.0,0.0,0.0,0.0,0.0,0.000123563573459,0.0,0.0,0.000151967985411,0.0,0.0,0.0,0.0,0.0,0.0
3414,CuteAndPsycho,6.26399611632e-05,1.53716086388e-05,6.14464494193e-05,0.000293341155764,0.0,2.97190067908e-05,2.73246440965e-05,0.0,9.65530559042e-05,0.00015680125441,8.78310131307e-05,0.0,0.0,0.000136618243089,0.0,0.0,0.00013025921584,0.0,3.3338889815e-05,0.0,0.0,0.00016111707841,0.0,0.0
3415,CuteMonsterGirl,6.26399611632e-05,4.61148259165e-05,8.19285992258e-05,0.000293341155764,0.0,5.94380135816e-05,0.0,0.0,1.37932937006e-05,0.0,0.000131746519696,0.0,0.0,0.000227697071816,0.0,0.0,6.51296079198e-05,5.0655995137e-05,0.00013335555926,0.0,0.0,2.68528464017e-05,0.0,0.0
3416,DeadFootLeadFoot,6.26399611632e-05,0.000169087695027,0.000122892898839,0.0,0.0,4.45785101862e-05,0.000163947864579,0.0,1.37932937006e-05,7.8400627205e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.51296079198e-05,5.0655995137e-05,0.0,0.0,0.0,8.05585392052e-05,0.0,0.0
3417,DeadlyRoadTrip,6.26399611632e-05,6.14864345554e-05,2.04821498064e-05,0.0,0.0,2.97190067908e-05,8.19739322895e-05,0.0,1.37932937006e-05,0.0,0.0,0.0,0.0,0.000318775900542,0.0,0.0,0.000195388823759,0.0,0.0,0.0,0.0,0.000214822771214,0.0,0.0
3418,DeathWorld,6.26399611632e-05,0.000122972869111,0.000143375048645,0.0,0.0,1.48595033954e-05,0.0,0.000790513833992,2.75865874012e-05,7.8400627205e-05,8.78310131307e-05,0.0,0.0,0.000136618243089,0.000123563573459,0.0,0.0,0.0,0.00020003333889,0.0,0.0,5.37056928034e-05,0.0,0.0
3419,DecompositeCharacter,6.26399611632e-05,6.14864345554e-05,0.000102410749032,0.000293341155764,0.000146049364685,1.48595033954e-05,0.0,0.0,8.27597622036e-05,0.00015680125441,8.78310131307e-05,0.0,0.000184604024368,4.55394143631e-05,0.000247127146917,0.0,0.00013025921584,0.000101311990274,0.000100016669445,0.0,0.0,5.37056928034e-05,0.0,0.0
3420,DesignStudentsOrgasm,6.26399611632e-05,4.61148259165e-05,6.14464494193e-05,0.000293341155764,0.0,7.4297516977e-05,0.0,0.0,6.8966468503e-05,7.8400627205e-05,0.000175662026261,0.0,0.0,4.55394143631e-05,0.000370690720376,0.00023629489603,0.0,0.000101311990274,6.66777796299e-05,0.0,0.0,5.37056928034e-05,0.0,0.0
3421,DieselPunk,6.26399611632e-05,0.000122972869111,8.19285992258e-05,0.0,0.000146049364685,2.97190067908e-05,2.73246440965e-05,0.0,5.51731748024e-05,7.8400627205e-05,0.000175662026261,0.0,0.000184604024368,9.10788287263e-05,0.0,0.0,6.51296079198e-05,0.0,0.000100016669445,0.0,0.0,0.0,0.000207296849088,0.0
3422,DigitalDestruction,6.26399611632e-05,3.07432172777e-05,4.09642996129e-05,0.0,0.000146049364685,7.4297516977e-05,0.000109298576386,0.0,4.13798811018e-05,0.00031360250882,8.78310131307e-05,0.0,0.000184604024368,0.0,0.000123563573459,0.00023629489603,6.51296079198e-05,0.000101311990274,6.66777796299e-05,0.0,0.0,8.05585392052e-05,0.000207296849088,0.0
3423,DisasterMovie,6.26399611632e-05,0.000107601260472,6.14464494193e-05,0.0,0.0,4.45785101862e-05,2.73246440965e-05,0.0,6.8966468503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013335555926,0.0,0.0,0.00016111707841,0.0,0.0
3424,DisposingOfABody,6.26399611632e-05,0.0,0.0,0.0,0.000292098729371,7.4297516977e-05,0.000273246440965,0.0,5.51731748024e-05,0.0,0.0,0.0,0.0,9.10788287263e-05,0.0,0.0,6.51296079198e-05,0.0,0.0,0.0,0.0,0.00016111707841,0.0,0.0
3425,DoItYourselfThemeTune,6.26399611632e-05,6.14864345554e-05,2.04821498064e-05,0.0,0.0,7.4297516977e-05,2.73246440965e-05,0.0,8.27597622036e-05,0.0,8.78310131307e-05,0.0,0.0,0.000136618243089,0.0,0.0,6.51296079198e-05,5.0655995137e-05,6.66777796299e-05,0.0,0.000305157155935,8.05585392052e-05,0.0,0.0
3426,DoorClosesEnding,6.26399611632e-05,1.53716086388e-05,4.09642996129e-05,0.000293341155764,0.000292098729371,1.48595033954e-05,0.000109298576386,0.0,0.000110346349605,0.0,0.0,0.0,0.0,9.10788287263e-05,0.0,0.0,6.51296079198e-05,0.0,6.66777796299e-05,0.0,0.0,5.37056928034e-05,0.0,0.00028129395218
3427,DoorstopBaby,6.26399611632e-05,0.0,0.0,0.0,0.0,0.000104016523768,2.73246440965e-05,0.000790513833992,9.65530559042e-05,7.8400627205e-05,4.39155065654e-05,0.0,0.0,0.0,0.000123563573459,0.0,0.0,0.000151967985411,0.0,0.0,0.0,0.0,0.000414593698176,0.0
3428,DownLADrain,6.26399611632e-05,7.68580431942e-05,2.04821498064e-05,0.0,0.0,1.48595033954e-05,0.000109298576386,0.0,6.8966468503e-05,0.0,0.0,0.0,0.0,9.10788287263e-05,0.000123563573459,0.00023629489603,0.00013025921584,5.0655995137e-05,0.000166694449075,0.0,0.0,0.000107411385607,0.0,0.0
3429,DragonWithAnAgenda,6.26399611632e-05,0.000107601260472,4.09642996129e-05,0.0,0.0,2.97190067908e-05,0.000218597152772,0.0,5.51731748024e-05,0.0,0.0,0.000794281175536,0.0,0.0,0.0,0.0,0.0,0.0,3.3338889815e-05,0.0,0.000305157155935,0.00016111707841,0.0,0.0
3430,DriveInTheater,6.26399611632e-05,4.61148259165e-05,8.19285992258e-05,0.0,0.0,0.000133735530559,5.4649288193e-05,0.0,5.51731748024e-05,0.00015680125441,4.39155065654e-05,0.000794281175536,0.0,0.0,0.000123563573459,0.00023629489603,6.51296079198e-05,0.000101311990274,0.0,0.0,0.0,2.68528464017e-05,0.0,0.0
3431,DyingAlone,6.26399611632e-05,3.07432172777e-05,4.09642996129e-05,0.0,0.0,0.0,5.4649288193e-05,0.0,0.000124139643305,7.8400627205e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.51296079198e-05,0.000101311990274,0.00013335555926,0.0,0.0,5.37056928034e-05,0.0,0.00028129395218
3432,EatingLunchAlone,6.26399611632e-05,0.0,2.04821498064e-05,0.0,0.000146049364685,0.000118876027163,2.73246440965e-05,0.0,0.000110346349605,7.8400627205e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.51296079198e-05,0.000101311990274,3.3338889815e-05,0.0,0.0,0.0,0.0,0.0
3433,ElephantInTheLivingRoom,6.26399611632e-05,1.53716086388e-05,0.0,0.0,0.0,7.4297516977e-05,2.73246440965e-05,0.000790513833992,8.27597622036e-05,7.8400627205e-05,8.78310131307e-05,0.0,0.0,0.000136618243089,0.0,0.0,0.00013025921584,0.000101311990274,0.0,0.0,0.0,5.37056928034e-05,0.000207296849088,0.0
3434,ElevatorActionSequence,6.26399611632e-05,0.000107601260472,0.000102410749032,0.0,0.0,0.0,0.000109298576386,0.0,2.75865874012e-05,0.0,0.0,0.0,0.0,9.10788287263e-05,0.0,0.0,0.000195388823759,0.0,0.000100016669445,0.0,0.0,0.000187969924812,0.0,0.0
3435,EruditeStoner,6.26399611632e-05,1.53716086388e-05,2.04821498064e-05,0.0,0.0,0.000118876027163,5.4649288193e-05,0.000790513833992,6.8966468503e-05,0.0,4.39155065654e-05,0.0,0.000184604024368,4.55394143631e-05,0.000247127146917,0.00023629489603,6.51296079198e-05,0.0,6.66777796299e-05,0.0,0.0,0.0,0.000207296849088,0.0
3436,EverythingsBetterWithSpinning,6.26399611632e-05,9.22296518331e-05,0.000102410749032,0.000293341155764,0.0,2.97190067908e-05,0.0,0.0,4.13798811018e-05,7.8400627205e-05,0.000131746519696,0.0,0.0,9.10788287263e-05,0.0,0.0,0.000260518431679,0.0,0.000166694449075,0.0,0.000305157155935,5.37056928034e-05,0.0,0.0
3437,EveryTownAmerica,6.26399611632e-05,0.0,8.19285992258e-05,0.0,0.0,0.000118876027163,2.73246440965e-05,0.0,9.65530559042e-05,0.000235201881615,0.000131746519696,0.0,0.0,4.55394143631e-05,0.000370690720376,0.00023629489603,0.0,0.000151967985411,3.3338889815e-05,0.0,0.000305157155935,0.0,0.0,0.0
3438,EvilMentor,6.26399611632e-05,7.68580431942e-05,6.14464494193e-05,0.0,0.000292098729371,2.97190067908e-05,0.000136623220483,0.000790513833992,6.8966468503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0655995137e-05,6.66777796299e-05,0.0,0.000610314311871,5.37056928034e-05,0.0,0.00028129395218
3439,EvilUncle,6.26399611632e-05,7.68580431942e-05,8.19285992258e-05,0.000586682311528,0.0,5.94380135816e-05,2.73246440965e-05,0.0,8.27597622036e-05,0.00031360250882,4.39155065654e-05,0.0,0.0,4.55394143631e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000305157155935,2.68528464017e-05,0.0,0.0
3440,ExpoSpeakGag,6.26399611632e-05,7.68580431942e-05,0.000102410749032,0.0,0.0,0.000118876027163,5.4649288193e-05,0.0,0.0,0.000235201881615,0.000131746519696,0.0,0.0,0.0,0.000123563573459,0.00023629489603,0.0,0.0,0.000166694449075,0.0,0.000305157155935,2.68528464017e-05,0.0,0.0
3441,ExtremeGraphicalRepresentation,6.26399611632e-05,0.000122972869111,0.000102410749032,0.0,0.0,2.97190067908e-05,5.4649288193e-05,0.0,2.75865874012e-05,0.0,0.000131746519696,0.0,0.0,0.0,0.0,0.0,0.000195388823759,0.0,0.00020003333889,0.0,0.0,8.05585392052e-05,0.0,0.0
3442,ExtremeMeleeRevenge,6.26399611632e-05,4.61148259165e-05,6.14464494193e-05,0.0,0.0,2.97190067908e-05,8.19739322895e-05,0.0,6.8966468503e-05,0.0,4.39155065654e-05,0.0,0.0,0.000182157657453,0.0,0.0,6.51296079198e-05,5.0655995137e-05,0.0,0.0,0.0,8.05585392052e-05,0.0,0.0
3443,FascinatingEyebrow,6.26399611632e-05,7.68580431942e-05,8.19285992258e-05,0.0,0.0,0.000104016523768,2.73246440965e-05,0.0,4.13798811018e-05,0.00015680125441,4.39155065654e-05,0.0,0.0,4.55394143631e-05,0.000247127146917,0.00023629489603,6.51296079198e-05,0.000151967985411,0.0,0.0,0.000305157155935,2.68528464017e-05,0.0,0.0
3444,FashionShow,6.26399611632e-05,0.0,0.0,0.0,0.000146049364685,0.000163454537349,2.73246440965e-05,0.0,6.8966468503e-05,7.8400627205e-05,4.39155065654e-05,0.0,0.0,4.55394143631e-05,0.000370690720376,0.00047258979206,6.51296079198e-05,0.000202623980548,6.66777796299e-05,0.0,0.0,0.0,0.0,0.0
